p_nta_code,p_nta_name,d_nta_code,d_nta_name,num_trips
JFK,John F Kennedy International Airport,BX10,Pelham Bay-Country Club-City Island,1326
MN19,Turtle Bay-East Midtown,QN53,Woodhaven,1326
QN17,Forest Hills,MN20,Murray Hill-Kips Bay,1325
MN17,Midtown-Midtown South,BX75,Crotona Park East,1325
QN35,Briarwood-Jamaica Hills,MN17,Midtown-Midtown South,1323
LGA,La Guardia Airport,QN01,South Jamaica,1323
BK61,Crown Heights North,BK60,Prospect Lefferts Gardens-Wingate,1321
MN15,Clinton,BX46,Parkchester,1318
MN15,Clinton,BX34,Melrose South-Mott Haven North,1317
MN19,Turtle Bay-East Midtown,BK41,Kensington-Ocean Parkway,1317
MN01,Marble Hill-Inwood,MN36,Washington Heights South,1316
MN25,Battery Park City-Lower Manhattan,QN20,Ridgewood,1314
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BK44,Madison,1312
QN68,Queensbridge-Ravenswood-Long Island City,MN34,East Harlem North,1312
BK09,Brooklyn Heights-Cobble Hill,BK35,Stuyvesant Heights,1310
MN06,Manhattanville,MN20,Murray Hill-Kips Bay,1310
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,MN09,Morningside Heights,1308
LGA,La Guardia Airport,QN43,Bellerose,1308
MN24,SoHo-TriBeCa-Civic Center-Little Italy,BK29,Bensonhurst East,1308
BK60,Prospect Lefferts Gardens-Wingate,BK61,Crown Heights North,1305
MN21,Gramercy,QN20,Ridgewood,1304
BK73,North Side-South Side,BK34,Sunset Park East,1302
BK99,park-cemetery-etc-Brooklyn,BK73,North Side-South Side,1301
MN25,Battery Park City-Lower Manhattan,MN01,Marble Hill-Inwood,1300
LGA,La Guardia Airport,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,1299
MN34,East Harlem North,MN01,Marble Hill-Inwood,1296
MN22,East Village,QN27,East Elmhurst,1296
MN40,Upper East Side-Carnegie Hill,BK32,Sunset Park West,1295
MN23,West Village,QN60,Kew Gardens,1294
MN19,Turtle Bay-East Midtown,QN54,Richmond Hill,1293
MN12,Upper West Side,BX05,Bedford Park-Fordham North,1293
MN15,Clinton,BK28,Bensonhurst West,1292
MN19,Turtle Bay-East Midtown,BK43,Midwood,1291
QN31,Hunters Point-Sunnyside-West Maspeth,MN11,Central Harlem South,1290
BK64,Prospect Heights,BK35,Stuyvesant Heights,1288
MN12,Upper West Side,BK31,Bay Ridge,1283
MN36,Washington Heights South,MN25,Battery Park City-Lower Manhattan,1281
MN21,Gramercy,QN27,East Elmhurst,1280
BK68,Fort Greene,MN32,Yorkville,1279
MN24,SoHo-TriBeCa-Civic Center-Little Italy,QN22,Flushing,1278
MN35,Washington Heights North,MN01,Marble Hill-Inwood,1278
MN25,Battery Park City-Lower Manhattan,MN06,Manhattanville,1277
MN31,Lenox Hill-Roosevelt Island,BK42,Flatbush,1277
MN14,Lincoln Square,BK42,Flatbush,1274
MN31,Lenox Hill-Roosevelt Island,BK77,Bushwick North,1270
BK77,Bushwick North,QN20,Ridgewood,1269
MN34,East Harlem North,QN28,Jackson Heights,1269
MN15,Clinton,QN60,Kew Gardens,1267
QN72,Steinway,MN11,Central Harlem South,1267
MN17,Midtown-Midtown South,QN23,College Point,1265
MN35,Washington Heights North,MN17,Midtown-Midtown South,1264
QN17,Forest Hills,QN25,Corona,1263
BK78,Bushwick South,BK68,Fort Greene,1260
MN31,Lenox Hill-Roosevelt Island,BK72,Williamsburg,1257
QN31,Hunters Point-Sunnyside-West Maspeth,BK09,Brooklyn Heights-Cobble Hill,1255
QN27,East Elmhurst,MN20,Murray Hill-Kips Bay,1252
QN70,Astoria,QN22,Flushing,1251
MN17,Midtown-Midtown South,BX07,Bronxdale,1250
MN03,Central Harlem North-Polo Grounds,JFK,John F Kennedy International Airport,1249
MN17,Midtown-Midtown South,QN57,Lindenwood-Howard Beach,1249
BK61,Crown Heights North,BK78,Bushwick South,1248
LGA,La Guardia Airport,BX62,Woodlawn-Wakefield,1247
JFK,John F Kennedy International Airport,BK21,Seagate-Coney Island,1246
QN70,Astoria,QN99,park-cemetery-etc-Queens,1244
MN40,Upper East Side-Carnegie Hill,QN20,Ridgewood,1244
BK68,Fort Greene,MN14,Lincoln Square,1243
QN18,Rego Park,QN31,Hunters Point-Sunnyside-West Maspeth,1243
BK35,Stuyvesant Heights,BK61,Crown Heights North,1242
MN21,Gramercy,BK63,Crown Heights South,1241
MN19,Turtle Bay-East Midtown,QN06,Jamaica Estates-Holliswood,1240
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BK82,East New York,1239
MN23,West Village,BK44,Madison,1239
MN99,park-cemetery-etc-Manhattan,QN71,Old Astoria,1238
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,QN72,Steinway,1235
MN04,Hamilton Heights,MN25,Battery Park City-Lower Manhattan,1235
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BK58,Flatlands,1232
JFK,John F Kennedy International Airport,BX06,Belmont,1229
QN72,Steinway,QN27,East Elmhurst,1229
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BK95,Erasmus,1225
BK76,Greenpoint,MN14,Lincoln Square,1223
MN23,West Village,BK95,Erasmus,1223
BK64,Prospect Heights,BK78,Bushwick South,1220
QN29,Elmhurst,QN25,Corona,1219
MN23,West Village,BK58,Flatlands,1218
LGA,La Guardia Airport,BX41,Mount Hope,1216
BK69,Clinton Hill,MN25,Battery Park City-Lower Manhattan,1214
MN40,Upper East Side-Carnegie Hill,BK77,Bushwick North,1214
QN70,Astoria,QN20,Ridgewood,1213
BK75,Bedford,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1210
LGA,La Guardia Airport,BX37,Van Nest-Morris Park-Westchester Square,1210
MN14,Lincoln Square,BX14,East Concourse-Concourse Village,1210
MN28,Lower East Side,BK31,Bay Ridge,1210
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,1210
LGA,La Guardia Airport,BK81,Brownsville,1208
MN32,Yorkville,BX43,Norwood,1208
BK64,Prospect Heights,MN25,Battery Park City-Lower Manhattan,1206
MN32,Yorkville,QN99,park-cemetery-etc-Queens,1206
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BX34,Melrose South-Mott Haven North,1205
LGA,La Guardia Airport,BK44,Madison,1204
MN20,Murray Hill-Kips Bay,QN26,North Corona,1204
MN40,Upper East Side-Carnegie Hill,BX26,Highbridge,1203
MN15,Clinton,BK30,Dyker Heights,1202
QN68,Queensbridge-Ravenswood-Long Island City,QN17,Forest Hills,1202
QN99,park-cemetery-etc-Queens,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,1200
BK75,Bedford,MN17,Midtown-Midtown South,1199
MN14,Lincoln Square,BK40,Windsor Terrace,1199
MN28,Lower East Side,BK32,Sunset Park West,1199
BK75,Bedford,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,1197
QN28,Jackson Heights,QN71,Old Astoria,1197
MN20,Murray Hill-Kips Bay,BX22,North Riverdale-Fieldston-Riverdale,1197
MN21,Gramercy,QN30,Maspeth,1196
MN27,Chinatown,QN18,Rego Park,1195
BK73,North Side-South Side,BK79,Ocean Hill,1194
QN72,Steinway,BK73,North Side-South Side,1193
QN72,Steinway,MN23,West Village,1192
BK72,Williamsburg,BK75,Bedford,1192
MN25,Battery Park City-Lower Manhattan,QN55,South Ozone Park,1191
MN27,Chinatown,QN25,Corona,1191
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,QN54,Richmond Hill,1191
JFK,John F Kennedy International Airport,BX26,Highbridge,1191
BK64,Prospect Heights,BK32,Sunset Park West,1189
QN63,Woodside,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1189
MN15,Clinton,QN55,South Ozone Park,1187
BK37,Park Slope-Gowanus,QN72,Steinway,1187
QN68,Queensbridge-Ravenswood-Long Island City,BK90,East Williamsburg,1187
MN33,East Harlem South,QN63,Woodside,1186
MN19,Turtle Bay-East Midtown,BK30,Dyker Heights,1185
QN31,Hunters Point-Sunnyside-West Maspeth,BK68,Fort Greene,1183
LGA,La Guardia Airport,BX05,Bedford Park-Fordham North,1182
MN19,Turtle Bay-East Midtown,BX28,Van Cortlandt Village,1182
MN25,Battery Park City-Lower Manhattan,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1179
MN31,Lenox Hill-Roosevelt Island,QN25,Corona,1179
LGA,La Guardia Airport,BX44,Williamsbridge-Olinville,1177
BK73,North Side-South Side,MN04,Hamilton Heights,1173
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,QN37,Kew Gardens Hills,1172
QN28,Jackson Heights,MN20,Murray Hill-Kips Bay,1172
MN27,Chinatown,BX39,Mott Haven-Port Morris,1171
MN21,Gramercy,QN50,Elmhurst-Maspeth,1171
MN20,Murray Hill-Kips Bay,BK43,Midwood,1171
MN22,East Village,BK28,Bensonhurst West,1170
QN76,Baisley Park,MN20,Murray Hill-Kips Bay,1169
BK76,Greenpoint,QN68,Queensbridge-Ravenswood-Long Island City,1168
QN70,Astoria,BK78,Bushwick South,1167
MN14,Lincoln Square,BK77,Bushwick North,1166
QN31,Hunters Point-Sunnyside-West Maspeth,QN27,East Elmhurst,1162
BK64,Prospect Heights,MN20,Murray Hill-Kips Bay,1162
BK42,Flatbush,BK37,Park Slope-Gowanus,1160
QN31,Hunters Point-Sunnyside-West Maspeth,QN22,Flushing,1158
MN19,Turtle Bay-East Midtown,BX49,Pelham Parkway,1157
BK09,Brooklyn Heights-Cobble Hill,BK60,Prospect Lefferts Gardens-Wingate,1156
MN23,West Village,BK82,East New York,1154
QN31,Hunters Point-Sunnyside-West Maspeth,BK61,Crown Heights North,1152
MN20,Murray Hill-Kips Bay,BK30,Dyker Heights,1152
BK77,Bushwick North,BK61,Crown Heights North,1151
MN15,Clinton,QN35,Briarwood-Jamaica Hills,1151
QN71,Old Astoria,BK76,Greenpoint,1151
MN20,Murray Hill-Kips Bay,BX34,Melrose South-Mott Haven North,1148
QN76,Baisley Park,MN15,Clinton,1147
BK90,East Williamsburg,BK42,Flatbush,1146
BK90,East Williamsburg,JFK,John F Kennedy International Airport,1145
QN99,park-cemetery-etc-Queens,MN20,Murray Hill-Kips Bay,1144
BK64,Prospect Heights,MN19,Turtle Bay-East Midtown,1143
BX63,West Concourse,MN03,Central Harlem North-Polo Grounds,1143
QN31,Hunters Point-Sunnyside-West Maspeth,MN36,Washington Heights South,1140
MN32,Yorkville,BK61,Crown Heights North,1140
MN19,Turtle Bay-East Midtown,QN38,Pomonok-Flushing Heights-Hillcrest,1139
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,QN53,Woodhaven,1136
QN72,Steinway,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1136
MN24,SoHo-TriBeCa-Civic Center-Little Italy,BX22,North Riverdale-Fieldston-Riverdale,1135
MN32,Yorkville,BK64,Prospect Heights,1135
MN99,park-cemetery-etc-Manhattan,QN68,Queensbridge-Ravenswood-Long Island City,1135
MN32,Yorkville,BK75,Bedford,1134
BK90,East Williamsburg,BK60,Prospect Lefferts Gardens-Wingate,1133
LGA,La Guardia Airport,BX34,Melrose South-Mott Haven North,1133
LGA,La Guardia Airport,BX36,University Heights-Morris Heights,1132
MN19,Turtle Bay-East Midtown,QN19,Glendale,1131
MN31,Lenox Hill-Roosevelt Island,BK32,Sunset Park West,1127
BX39,Mott Haven-Port Morris,MN33,East Harlem South,1126
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,MN03,Central Harlem North-Polo Grounds,1125
QN63,Woodside,MN15,Clinton,1125
BK77,Bushwick North,BK35,Stuyvesant Heights,1124
MN40,Upper East Side-Carnegie Hill,QN22,Flushing,1123
MN15,Clinton,BK34,Sunset Park East,1122
MN40,Upper East Side-Carnegie Hill,QN55,South Ozone Park,1122
MN09,Morningside Heights,BX14,East Concourse-Concourse Village,1121
MN03,Central Harlem North-Polo Grounds,MN22,East Village,1120
MN03,Central Harlem North-Polo Grounds,MN35,Washington Heights North,1118
MN15,Clinton,BX52,Schuylerville-Throgs Neck-Edgewater Park,1118
BK69,Clinton Hill,MN28,Lower East Side,1116
MN33,East Harlem South,BK76,Greenpoint,1116
JFK,John F Kennedy International Airport,BX37,Van Nest-Morris Park-Westchester Square,1116
MN32,Yorkville,BX22,North Riverdale-Fieldston-Riverdale,1115
BK90,East Williamsburg,BK72,Williamsburg,1114
MN40,Upper East Side-Carnegie Hill,BK60,Prospect Lefferts Gardens-Wingate,1114
MN23,West Village,BK91,East Flatbush-Farragut,1111
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BK91,East Flatbush-Farragut,1110
QN72,Steinway,MN36,Washington Heights South,1110
QN29,Elmhurst,QN30,Maspeth,1108
MN35,Washington Heights North,MN15,Clinton,1108
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BX30,Kingsbridge Heights,1107
QN63,Woodside,QN30,Maspeth,1107
QN63,Woodside,MN23,West Village,1105
QN70,Astoria,MN11,Central Harlem South,1103
MN17,Midtown-Midtown South,QN52,East Flushing,1102
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BK96,Rugby-Remsen Village,1101
MN15,Clinton,BX43,Norwood,1098
MN14,Lincoln Square,BK35,Stuyvesant Heights,1098
MN12,Upper West Side,BX30,Kingsbridge Heights,1097
JFK,John F Kennedy International Airport,BX31,Allerton-Pelham Gardens,1096
MN40,Upper East Side-Carnegie Hill,BK35,Stuyvesant Heights,1094
LGA,La Guardia Airport,BX26,Highbridge,1091
MN19,Turtle Bay-East Midtown,BK34,Sunset Park East,1091
QN76,Baisley Park,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1090
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,MN34,East Harlem North,1090
QN17,Forest Hills,LGA,La Guardia Airport,1088
MN35,Washington Heights North,MN09,Morningside Heights,1088
BK61,Crown Heights North,BK64,Prospect Heights,1087
MN24,SoHo-TriBeCa-Civic Center-Little Italy,BK79,Ocean Hill,1086
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,QN38,Pomonok-Flushing Heights-Hillcrest,1084
MN19,Turtle Bay-East Midtown,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1084
MN35,Washington Heights North,MN04,Hamilton Heights,1084
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,QN28,Jackson Heights,1082
MN19,Turtle Bay-East Midtown,QN51,Murray Hill,1082
MN19,Turtle Bay-East Midtown,BX26,Highbridge,1082
BK69,Clinton Hill,BK60,Prospect Lefferts Gardens-Wingate,1080
BK72,Williamsburg,BK78,Bushwick South,1079
MN22,East Village,QN25,Corona,1078
MN09,Morningside Heights,QN71,Old Astoria,1078
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BX46,Parkchester,1077
LGA,La Guardia Airport,QN33,Cambria Heights,1077
BK33,Carroll Gardens-Columbia Street-Red Hook,MN99,park-cemetery-etc-Manhattan,1076
MN24,SoHo-TriBeCa-Civic Center-Little Italy,QN26,North Corona,1075
MN50,Stuyvesant Town-Cooper Village,BK76,Greenpoint,1075
MN23,West Village,QN22,Flushing,1075
QN70,Astoria,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1074
MN28,Lower East Side,QN71,Old Astoria,1073
MN40,Upper East Side-Carnegie Hill,BX28,Van Cortlandt Village,1072
MN20,Murray Hill-Kips Bay,QN38,Pomonok-Flushing Heights-Hillcrest,1070
MN22,East Village,BK30,Dyker Heights,1069
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,QN19,Glendale,1067
MN35,Washington Heights North,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,1066
QN29,Elmhurst,QN26,North Corona,1065
MN31,Lenox Hill-Roosevelt Island,BX26,Highbridge,1064
BK90,East Williamsburg,BK32,Sunset Park West,1063
QN60,Kew Gardens,JFK,John F Kennedy International Airport,1062
MN09,Morningside Heights,BK09,Brooklyn Heights-Cobble Hill,1062
BK78,Bushwick South,QN31,Hunters Point-Sunnyside-West Maspeth,1061
MN27,Chinatown,BK28,Bensonhurst West,1061
MN36,Washington Heights South,MN22,East Village,1061
QN70,Astoria,MN03,Central Harlem North-Polo Grounds,1056
MN31,Lenox Hill-Roosevelt Island,BK35,Stuyvesant Heights,1056
LGA,La Guardia Airport,BK95,Erasmus,1055
MN21,Gramercy,QN21,Middle Village,1054
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BX43,Norwood,1054
QN72,Steinway,MN03,Central Harlem North-Polo Grounds,1054
MN22,East Village,BK79,Ocean Hill,1053
LGA,La Guardia Airport,BK46,Ocean Parkway South,1053
MN28,Lower East Side,BK60,Prospect Lefferts Gardens-Wingate,1053
MN40,Upper East Side-Carnegie Hill,BX36,University Heights-Morris Heights,1053
QN18,Rego Park,MN17,Midtown-Midtown South,1052
MN22,East Village,BK88,Borough Park,1051
LGA,La Guardia Airport,BX59,Westchester-Unionport,1051
MN17,Midtown-Midtown South,QN48,Auburndale,1051
QN70,Astoria,BK37,Park Slope-Gowanus,1048
BK90,East Williamsburg,QN28,Jackson Heights,1048
MN24,SoHo-TriBeCa-Civic Center-Little Italy,QN25,Corona,1048
MN19,Turtle Bay-East Midtown,BX10,Pelham Bay-Country Club-City Island,1047
QN63,Woodside,QN26,North Corona,1047
QN63,Woodside,QN71,Old Astoria,1046
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BX09,Soundview-Castle Hill-Clason Point-Harding Park,1045
MN22,East Village,BX29,Spuyten Duyvil-Kingsbridge,1044
MN04,Hamilton Heights,MN22,East Village,1043
LGA,La Guardia Airport,BK83,Cypress Hills-City Line,1043
MN11,Central Harlem South,MN01,Marble Hill-Inwood,1040
BK64,Prospect Heights,BK63,Crown Heights South,1040
MN25,Battery Park City-Lower Manhattan,QN50,Elmhurst-Maspeth,1038
MN27,Chinatown,BK79,Ocean Hill,1035
MN17,Midtown-Midtown South,QN34,Queens Village,1035
MN25,Battery Park City-Lower Manhattan,QN99,park-cemetery-etc-Queens,1034
LGA,La Guardia Airport,BX31,Allerton-Pelham Gardens,1034
MN11,Central Harlem South,QN72,Steinway,1033
MN19,Turtle Bay-East Midtown,BK25,Homecrest,1033
MN12,Upper West Side,BX43,Norwood,1033
BK73,North Side-South Side,QN21,Middle Village,1032
MN32,Yorkville,BX27,Hunts Point,1032
BK09,Brooklyn Heights-Cobble Hill,BK77,Bushwick North,1031
QN63,Woodside,MN12,Upper West Side,1030
MN36,Washington Heights South,BX63,West Concourse,1029
MN33,East Harlem South,BK37,Park Slope-Gowanus,1027
MN40,Upper East Side-Carnegie Hill,BX41,Mount Hope,1026
BK77,Bushwick North,BK69,Clinton Hill,1025
QN50,Elmhurst-Maspeth,QN70,Astoria,1025
BX39,Mott Haven-Port Morris,MN11,Central Harlem South,1023
MN06,Manhattanville,JFK,John F Kennedy International Airport,1022
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,MN11,Central Harlem South,1021
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BX62,Woodlawn-Wakefield,1021
JFK,John F Kennedy International Airport,BX30,Kingsbridge Heights,1021
MN12,Upper West Side,QN50,Elmhurst-Maspeth,1020
BK32,Sunset Park West,BK31,Bay Ridge,1017
BK69,Clinton Hill,MN20,Murray Hill-Kips Bay,1016
MN31,Lenox Hill-Roosevelt Island,BK60,Prospect Lefferts Gardens-Wingate,1014
BK64,Prospect Heights,BK40,Windsor Terrace,1014
JFK,John F Kennedy International Airport,BX59,Westchester-Unionport,1013
MN27,Chinatown,QN21,Middle Village,1012
BK09,Brooklyn Heights-Cobble Hill,BK40,Windsor Terrace,1008
BK69,Clinton Hill,MN19,Turtle Bay-East Midtown,1008
BK61,Crown Heights North,BK90,East Williamsburg,1007
BK50,Canarsie,BK50,Canarsie,1004
JFK,John F Kennedy International Airport,BX34,Melrose South-Mott Haven North,1003
MN15,Clinton,BX30,Kingsbridge Heights,1002
MN22,East Village,BX14,East Concourse-Concourse Village,1001
BK68,Fort Greene,QN70,Astoria,1001
BK68,Fort Greene,BK63,Crown Heights South,1001
MN17,Midtown-Midtown South,BX31,Allerton-Pelham Gardens,1001
QN03,Springfield Gardens South-Brookville,QN03,Springfield Gardens South-Brookville,1001
BK90,East Williamsburg,MN40,Upper East Side-Carnegie Hill,1000
QN31,Hunters Point-Sunnyside-West Maspeth,MN03,Central Harlem North-Polo Grounds,998
MN14,Lincoln Square,QN18,Rego Park,998
MN14,Lincoln Square,BK60,Prospect Lefferts Gardens-Wingate,997
MN24,SoHo-TriBeCa-Civic Center-Little Italy,BK25,Homecrest,997
MN19,Turtle Bay-East Midtown,BK29,Bensonhurst East,997
LGA,La Guardia Airport,BK30,Dyker Heights,996
MN17,Midtown-Midtown South,QN47,Ft. Totten-Bay Terrace-Clearview,996
MN17,Midtown-Midtown South,QN45,Douglas Manor-Douglaston-Little Neck,996
BK72,Williamsburg,BK90,East Williamsburg,995
QN72,Steinway,MN21,Gramercy,992
MN22,East Village,QN99,park-cemetery-etc-Queens,991
MN04,Hamilton Heights,BX63,West Concourse,990
BK63,Crown Heights South,BK63,Crown Heights South,989
BK43,Midwood,BK43,Midwood,989
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BX52,Schuylerville-Throgs Neck-Edgewater Park,988
MN12,Upper West Side,BX99,park-cemetery-etc-Bronx,987
MN24,SoHo-TriBeCa-Civic Center-Little Italy,BK58,Flatlands,986
QN31,Hunters Point-Sunnyside-West Maspeth,MN50,Stuyvesant Town-Cooper Village,984
JFK,John F Kennedy International Airport,BX03,Eastchester-Edenwald-Baychester,984
MN24,SoHo-TriBeCa-Civic Center-Little Italy,BK91,East Flatbush-Farragut,984
BK68,Fort Greene,BK31,Bay Ridge,983
MN32,Yorkville,QN18,Rego Park,983
MN23,West Village,BK96,Rugby-Remsen Village,982
MN25,Battery Park City-Lower Manhattan,QN22,Flushing,981
MN40,Upper East Side-Carnegie Hill,BX43,Norwood,981
BK40,Windsor Terrace,BK37,Park Slope-Gowanus,981
MN09,Morningside Heights,QN28,Jackson Heights,979
MN23,West Village,QN53,Woodhaven,979
MN19,Turtle Bay-East Midtown,BX99,park-cemetery-etc-Bronx,978
MN15,Clinton,BX09,Soundview-Castle Hill-Clason Point-Harding Park,977
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BK46,Ocean Parkway South,977
MN15,Clinton,BK88,Borough Park,975
MN17,Midtown-Midtown South,QN42,Oakland Gardens,973
QN76,Baisley Park,MN12,Upper West Side,969
QN29,Elmhurst,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,969
QN72,Steinway,MN22,East Village,968
QN76,Baisley Park,MN23,West Village,967
MN09,Morningside Heights,BK76,Greenpoint,966
BK64,Prospect Heights,MN21,Gramercy,963
MN19,Turtle Bay-East Midtown,QN62,Queensboro Hill,961
QN27,East Elmhurst,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,959
BK90,East Williamsburg,MN14,Lincoln Square,959
BK64,Prospect Heights,MN28,Lower East Side,959
BK78,Bushwick South,BK33,Carroll Gardens-Columbia Street-Red Hook,957
BK90,East Williamsburg,BK63,Crown Heights South,955
QN21,Middle Village,QN21,Middle Village,955
MN24,SoHo-TriBeCa-Civic Center-Little Italy,QN60,Kew Gardens,955
QN28,Jackson Heights,MN15,Clinton,953
BK09,Brooklyn Heights-Cobble Hill,MN99,park-cemetery-etc-Manhattan,952
QN27,East Elmhurst,QN63,Woodside,952
QN72,Steinway,QN29,Elmhurst,952
MN14,Lincoln Square,BK32,Sunset Park West,951
MN23,West Village,BK19,Brighton Beach,950
MN12,Upper West Side,BK77,Bushwick North,949
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,948
MN25,Battery Park City-Lower Manhattan,QN30,Maspeth,947
MN14,Lincoln Square,QN50,Elmhurst-Maspeth,947
BK09,Brooklyn Heights-Cobble Hill,MN50,Stuyvesant Town-Cooper Village,946
MN03,Central Harlem North-Polo Grounds,BX63,West Concourse,945
QN50,Elmhurst-Maspeth,MN17,Midtown-Midtown South,945
